Feature_Name,Original_Dataset,Original_Column,Modality,Data_Type,Numerical_Categorical,Target_Variable,Missing_Percentage,Unique_Values,Description,Clinical_Meaning,Transformation_Applied,Normalization_Required,Recommended_ML_Encoding,Recommended_DL_Encoding,Suitable_for_GNN,Suitable_for_Explainability,Suitable_for_Inference
Eligi_LAST_UPDATE,Infer_Clinical,LAST_UPDATE,Clinical,str,Categorical,No,99.83,13,Auto-extracted feature Eligi_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_REC_ID,Infer_Clinical,REC_ID,Clinical,str,Categorical,No,88.8,986,Auto-extracted feature Inclu_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_PAG_NAME,Infer_Clinical,PAG_NAME,Clinical,str,Categorical,No,88.8,6,Auto-extracted feature Inclu_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EXFAMPD,Infer_Clinical,EXFAMPD,Clinical,float64,Categorical,No,98.57,1,Auto-extracted feature Inclu_EXFAMPD,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EXNEURCURR,Infer_Clinical,EXNEURCURR,Clinical,float64,Categorical,No,98.57,1,Auto-extracted feature Inclu_EXNEURCURR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INAGE30,Infer_Clinical,INAGE30,Clinical,float64,Categorical,No,88.8,1,Auto-extracted feature Inclu_INAGE30,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INLRRK2,Infer_Clinical,INLRRK2,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Inclu_INLRRK2,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INLRRK2GBA,Infer_Clinical,INLRRK2GBA,Clinical,float64,Categorical,No,99.82,1,Auto-extracted feature Inclu_INLRRK2GBA,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INLRRK2GBACORE,Infer_Clinical,INLRRK2GBACORE,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Inclu_INLRRK2GBACORE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INHY1OR2,Infer_Clinical,INHY1OR2,Clinical,float64,Categorical,No,92.79,2,Auto-extracted feature Inclu_INHY1OR2,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EX60DYPDRX,Infer_Clinical,EX60DYPDRX,Clinical,float64,Categorical,No,92.98,2,Auto-extracted feature Inclu_EX60DYPDRX,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EX90DYPDRX,Infer_Clinical,EX90DYPDRX,Clinical,float64,Categorical,No,92.98,2,Auto-extracted feature Inclu_EX90DYPDRX,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EXABCOND,Infer_Clinical,EXABCOND,Clinical,float64,Categorical,No,88.8,1,Auto-extracted feature Inclu_EXABCOND,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EXANTCOAG,Infer_Clinical,EXANTCOAG,Clinical,float64,Categorical,No,88.8,1,Auto-extracted feature Inclu_EXANTCOAG,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EXATYPPD,Infer_Clinical,EXATYPPD,Clinical,float64,Categorical,No,90.7,1,Auto-extracted feature Inclu_EXATYPPD,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EXCURPDRX,Infer_Clinical,EXCURPDRX,Clinical,float64,Categorical,No,92.99,2,Auto-extracted feature Inclu_EXCURPDRX,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EXDARX6MO,Infer_Clinical,EXDARX6MO,Clinical,float64,Categorical,No,88.8,2,Auto-extracted feature Inclu_EXDARX6MO,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EXMEDDBS,Infer_Clinical,EXMEDDBS,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Inclu_EXMEDDBS,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EXDEMNTDX,Infer_Clinical,EXDEMNTDX,Clinical,float64,Categorical,No,90.7,1,Auto-extracted feature Inclu_EXDEMNTDX,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EXNEURMRI,Infer_Clinical,EXNEURMRI,Clinical,float64,Categorical,No,89.26,1,Auto-extracted feature Inclu_EXNEURMRI,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EXUNSAFLP,Infer_Clinical,EXUNSAFLP,Clinical,float64,Categorical,No,88.8,2,Auto-extracted feature Inclu_EXUNSAFLP,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EXOTHRSN,Infer_Clinical,EXOTHRSN,Clinical,float64,Categorical,No,93.81,1,Auto-extracted feature Inclu_EXOTHRSN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_IN2CARDPD,Infer_Clinical,IN2CARDPD,Clinical,float64,Categorical,No,90.23,1,Auto-extracted feature Inclu_IN2CARDPD,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_IN2YRPD,Infer_Clinical,IN2YRPD,Clinical,float64,Categorical,No,92.79,2,Auto-extracted feature Inclu_IN2YRPD,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_IN7YRPD,Infer_Clinical,IN7YRPD,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Inclu_IN7YRPD,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INCNST,Infer_Clinical,INCNST,Clinical,float64,Categorical,No,88.8,1,Auto-extracted feature Inclu_INCNST,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INHOLDRX,Infer_Clinical,INHOLDRX,Clinical,float64,Categorical,No,88.8,1,Auto-extracted feature Inclu_INHOLDRX,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INNOMED6MO,Infer_Clinical,INNOMED6MO,Clinical,float64,Categorical,No,92.98,2,Auto-extracted feature Inclu_INNOMED6MO,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INPREGNT,Infer_Clinical,INPREGNT,Clinical,float64,Categorical,No,88.8,2,Auto-extracted feature Inclu_INPREGNT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_EXPDDEMDX,Infer_Clinical,EXPDDEMDX,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Inclu_EXPDDEMDX,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INAGE4030,Infer_Clinical,INAGE4030,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Inclu_INAGE4030,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INAGE6030,Infer_Clinical,INAGE6030,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Inclu_INAGE6030,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INDATSCN,Infer_Clinical,INDATSCN,Clinical,float64,Categorical,No,93.47,1,Auto-extracted feature Inclu_INDATSCN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INPRESCRN,Infer_Clinical,INPRESCRN,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Inclu_INPRESCRN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INSAA,Infer_Clinical,INSAA,Clinical,float64,Categorical,No,99.95,1,Auto-extracted feature Inclu_INSAA,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INHY1TO3,Infer_Clinical,INHY1TO3,Clinical,float64,Categorical,No,97.59,1,Auto-extracted feature Inclu_INHY1TO3,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INPDSC,Infer_Clinical,INPDSC,Clinical,float64,Categorical,No,99.72,1,Auto-extracted feature Inclu_INPDSC,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INPDDXSC,Infer_Clinical,INPDDXSC,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Inclu_INPDDXSC,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INSNCAPARK,Infer_Clinical,INSNCAPARK,Clinical,float64,Categorical,No,99.72,1,Auto-extracted feature Inclu_INSNCAPARK,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INSNCAPARKCORE,Infer_Clinical,INSNCAPARKCORE,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Inclu_INSNCAPARKCORE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_INUPSIT,Infer_Clinical,INUPSIT,Clinical,float64,Categorical,No,97.69,1,Auto-extracted feature Inclu_INUPSIT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_ORIG_ENTRY,Infer_Clinical,ORIG_ENTRY,Clinical,str,Categorical,No,88.8,68,Auto-extracted feature Inclu_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Inclu_LAST_UPDATE,Infer_Clinical,LAST_UPDATE,Clinical,str,Categorical,No,88.8,623,Auto-extracted feature Inclu_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Age_AGE_AT_VISIT,Infer_Clinical,AGE_AT_VISIT,Clinical,float64,Numerical,No,34.62,534,Auto-extracted feature Age_AGE_AT_VISIT,Requires manual annotation,Prefix standardized,Yes,StandardScaler,Continuous/Embedding,Yes,Yes,Yes
Demog_REC_ID,Infer_Clinical,REC_ID,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature Demog_REC_ID,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_PAG_NAME,Infer_Clinical,PAG_NAME,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature Demog_PAG_NAME,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_AFICBERB,Infer_Clinical,AFICBERB,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_AFICBERB,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_ASHKJEW,Infer_Clinical,ASHKJEW,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_ASHKJEW,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_BASQUE,Infer_Clinical,BASQUE,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_BASQUE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_BIRTHDT,Infer_Clinical,BIRTHDT,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature Demog_BIRTHDT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_SEX,Infer_Clinical,SEX,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_SEX,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_CHLDBEAR,Infer_Clinical,CHLDBEAR,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_CHLDBEAR,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_HOWLIVE,Infer_Clinical,HOWLIVE,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_HOWLIVE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_GAYLES,Infer_Clinical,GAYLES,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_GAYLES,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_HETERO,Infer_Clinical,HETERO,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_HETERO,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_BISEXUAL,Infer_Clinical,BISEXUAL,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_BISEXUAL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_PANSEXUAL,Infer_Clinical,PANSEXUAL,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_PANSEXUAL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_ASEXUAL,Infer_Clinical,ASEXUAL,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_ASEXUAL,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_OTHSEXUALITY,Infer_Clinical,OTHSEXUALITY,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_OTHSEXUALITY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_HANDED,Infer_Clinical,HANDED,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_HANDED,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_HISPLAT,Infer_Clinical,HISPLAT,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_HISPLAT,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_RAASIAN,Infer_Clinical,RAASIAN,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_RAASIAN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_RABLACK,Infer_Clinical,RABLACK,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_RABLACK,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_RAHAWOPI,Infer_Clinical,RAHAWOPI,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_RAHAWOPI,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_RAINDALS,Infer_Clinical,RAINDALS,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_RAINDALS,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_RANOS,Infer_Clinical,RANOS,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_RANOS,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_RAWHITE,Infer_Clinical,RAWHITE,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_RAWHITE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_RAUNKNOWN,Infer_Clinical,RAUNKNOWN,Clinical,float64,Categorical,No,100.0,0,Auto-extracted feature Demog_RAUNKNOWN,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_ORIG_ENTRY,Infer_Clinical,ORIG_ENTRY,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature Demog_ORIG_ENTRY,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
Demog_LAST_UPDATE,Infer_Clinical,LAST_UPDATE,Clinical,str,Categorical,No,100.0,0,Auto-extracted feature Demog_LAST_UPDATE,Requires manual annotation,Prefix standardized,No,OneHot/Ordinal,Embedding,Yes,Yes,Yes
TARGET_NHY,Derived,TARGET_NHY,Clinical,float64,Categorical,Yes,45.97,6,Auto-extracted feature TARGET_NHY,Requires manual annotation,Target generation,No,Target,Target,Yes,Yes,No
TARGET_TOTAL_UPDRS,Derived,TARGET_TOTAL_UPDRS,Clinical,float64,Numerical,Yes,72.32,121,Auto-extracted feature TARGET_TOTAL_UPDRS,Requires manual annotation,Target generation,No,Target,Target,Yes,Yes,No
TARGET_UPDRS_DELTA_12,Derived,TARGET_UPDRS_DELTA_12,Clinical,float64,Numerical,Yes,98.25,51,Auto-extracted feature TARGET_UPDRS_DELTA_12,Requires manual annotation,Target generation,No,Target,Target,Yes,Yes,No
TARGET_UPDRS_DELTA_24,Derived,TARGET_UPDRS_DELTA_24,Clinical,float64,Numerical,Yes,98.55,56,Auto-extracted feature TARGET_UPDRS_DELTA_24,Requires manual annotation,Target generation,No,Target,Target,Yes,Yes,No
TARGET_UPDRS_DELTA_36,Derived,TARGET_UPDRS_DELTA_36,Clinical,float64,Numerical,Yes,98.75,51,Auto-extracted feature TARGET_UPDRS_DELTA_36,Requires manual annotation,Target generation,No,Target,Target,Yes,Yes,No
